date,value,x
2025-06-02,11086001000,1748830500000
2025-06-03,11085780279,1748932461000
2025-06-04,11085090011,1749008811000
2025-06-05,12085886155,1749089700000
2025-06-06,12087068852,1749176100000
2025-06-07,11556127345,1749305042000
2025-06-09,11555338017,1749435300000
2025-06-10,11613669173,1749521692000
2025-06-11,11613000567,1749608100000
2025-06-12,11612565885,1749696742000
2025-06-13,11615231661,1749797980000
2025-06-14,11638586650,1749875110000
2025-06-15,11638781958,1749953700000
2025-06-16,11638560761,1750040100000
2025-06-17,11637119434,1750139492000
2025-06-18,11637247792,1750212900000
2025-06-19,11637413028,1750299300000
2025-06-20,11637069171,1750385700000
2025-06-21,11637515161,1750482962000
2025-06-22,11638417186,1750558500000
2025-06-24,11661996752,1750796131000
2025-06-25,11661394426,1750817700000
2025-06-28,11662247666,1751076900000
2025-06-29,11661782907,1751163292000
2025-06-30,11661005897,1751249700000
2025-07-01,11659826824,1751336092000
2025-07-02,11160521526,1751435641000
2025-07-03,11160684404,1751508900000
